%# Station Name        Ft. Pierce Inlet
%# Station ID          FPI0901             
%# Orientation         Up (Bottom Mounted)
%# Time Zone           UTC            
%# Approx. Depth       6.6ft / 2.01m  
%# Blank rows indicate missing data. See our data
%# disclaimer online.
%#
%# Date      Time        Speed (knots) Dir (true)
2008 12 03 20 05 00      2.01          79
2008 12 03 20 15 00      2.25          79
2008 12 03 20 25 00      2.48          80
2008 12 03 20 35 00      2.58          81
2008 12 03 20 45 00      2.61          82
2008 12 03 20 55 00      2.60          82
2008 12 03 21 05 00      2.64          82
2008 12 03 21 15 00      2.74          82
2008 12 03 21 25 00      2.67          82
2008 12 03 21 35 00      2.69          82
2008 12 03 21 45 00      2.65          81
2008 12 03 21 55 00      2.70          81
2008 12 03 22 05 00      2.74          81
2008 12 03 22 15 00      2.74          81
2008 12 03 22 25 00      2.71          80
2008 12 03 22 35 00      2.78          79
2008 12 03 22 45 00      2.79          80
2008 12 03 22 55 00      2.74          81
2008 12 03 23 05 00      2.72          81
2008 12 03 23 15 00      2.85          80
2008 12 03 23 25 00      2.82          81
2008 12 03 23 35 00      2.71          78
2008 12 03 23 45 00      2.68          79
2008 12 03 23 55 00      2.55          78
2008 12 04 00 05 00      2.36          79
2008 12 04 00 15 00      2.24          79
2008 12 04 00 25 00      2.04          80
2008 12 04 00 35 00      1.89          80
2008 12 04 00 45 00      1.74          83
2008 12 04 00 55 00      1.60          88
2008 12 04 01 05 00      1.35          89
2008 12 04 01 15 00      1.13          85
2008 12 04 01 25 00      0.94          81
2008 12 04 01 35 00      0.75          76
2008 12 04 01 45 00      0.53          75
2008 12 04 01 55 00      0.45          66
2008 12 04 02 05 00      0.21          57
2008 12 04 02 15 00      0.17         257
2008 12 04 02 25 00      0.28         268
2008 12 04 02 35 00      0.56         252
2008 12 04 02 45 00      0.74         260
2008 12 04 02 55 00      1.09         257
2008 12 04 03 05 00      1.46         258
2008 12 04 03 15 00      1.80         261
2008 12 04 03 25 00      1.88         262
2008 12 04 03 35 00      1.89         263
2008 12 04 03 45 00      1.94         262
2008 12 04 03 55 00      1.94         260
2008 12 04 04 05 00      1.83         261
2008 12 04 04 15 00      1.77         260
2008 12 04 04 25 00      1.63         259
2008 12 04 04 35 00      1.67         258
2008 12 04 04 45 00      1.68         257
2008 12 04 04 55 00      1.64         257
2008 12 04 05 05 00      1.63         257
2008 12 04 05 15 00      1.63         255
2008 12 04 05 25 00      1.53         253
2008 12 04 05 35 00      1.47         255
2008 12 04 05 45 00      1.36         254
2008 12 04 05 55 00      1.32         254
2008 12 04 06 05 00      1.29         254
2008 12 04 06 15 00      1.20         254
2008 12 04 06 25 00      1.10         253
2008 12 04 06 35 00      0.91         250
2008 12 04 06 45 00      0.62         247
2008 12 04 06 55 00      0.40         242
2008 12 04 07 05 00      0.17         212
2008 12 04 07 15 00      0.27          93
2008 12 04 07 25 00      0.53          84
2008 12 04 07 35 00      0.77          78
2008 12 04 07 45 00      1.14          82
2008 12 04 07 55 00      1.45          80
2008 12 04 08 05 00      1.71          81
2008 12 04 08 15 00      1.91          81
2008 12 04 08 25 00      1.96          81
2008 12 04 08 35 00      2.09          82
2008 12 04 08 45 00      2.23          82
2008 12 04 08 55 00      2.33          81
2008 12 04 09 05 00      2.39          82
2008 12 04 09 15 00      2.39          82
2008 12 04 09 25 00      2.43          81
2008 12 04 09 35 00      2.33          82
2008 12 04 09 45 00      2.29          82
2008 12 04 09 55 00      2.36          81
2008 12 04 10 05 00      2.44          82
2008 12 04 10 15 00      2.51          81
2008 12 04 10 25 00      2.53          81
2008 12 04 10 35 00      2.57          80
2008 12 04 10 45 00      2.65          81
2008 12 04 10 55 00      2.67          81
2008 12 04 11 05 00      2.59          81
2008 12 04 11 15 00      2.55          81
2008 12 04 11 25 00      2.41          81
2008 12 04 11 35 00      2.31          81
2008 12 04 11 45 00      2.23          78
2008 12 04 11 55 00      2.13          81
2008 12 04 12 05 00      1.96          79
2008 12 04 12 15 00      1.82          82
2008 12 04 12 25 00      1.71          83
2008 12 04 12 35 00      1.58          83
2008 12 04 12 45 00      1.38          87
2008 12 04 12 55 00      1.11          84
2008 12 04 13 05 00      0.82          78
2008 12 04 13 15 00      0.65          71
2008 12 04 13 25 00      0.34          75
2008 12 04 13 35 00      0.12         112
2008 12 04 13 45 00      0.15         251
2008 12 04 13 55 00      0.31         270
2008 12 04 14 05 00      0.45         258
2008 12 04 14 15 00      0.95         260
2008 12 04 14 25 00      1.23         258
2008 12 04 14 35 00      1.79         259
2008 12 04 14 45 00      2.01         262
2008 12 04 14 55 00      2.01         262
2008 12 04 15 05 00      2.21         260
2008 12 04 15 15 00      2.15         261
2008 12 04 15 25 00      2.37         262
2008 12 04 15 35 00      2.32         260
2008 12 04 15 45 00      2.27         262
2008 12 04 15 55 00      2.29         259
2008 12 04 16 05 00      2.36         260
2008 12 04 16 15 00      2.47         260
2008 12 04 16 25 00      2.52         260
2008 12 04 16 35 00      2.46         260
2008 12 04 16 45 00      2.45         261
2008 12 04 16 55 00      2.36         261
2008 12 04 17 05 00      2.37         261
2008 12 04 17 15 00      2.28         261
2008 12 04 17 25 00      2.21         261
2008 12 04 17 35 00      2.19         259
2008 12 04 17 45 00      2.19         260
2008 12 04 17 55 00      2.26         258
2008 12 04 18 05 00      2.19         259
2008 12 04 18 15 00      1.98         258
2008 12 04 18 25 00      1.77         257
2008 12 04 18 35 00      1.73         258
2008 12 04 18 45 00      1.67         256
2008 12 04 18 55 00      1.51         255
2008 12 04 19 05 00      1.32         256
2008 12 04 19 15 00      1.09         253
2008 12 04 19 25 00      0.85         247
2008 12 04 19 35 00      0.54         244
2008 12 04 19 45 00      0.26         238
2008 12 04 19 55 00      0.09         106
2008 12 04 20 05 00      0.46          83
2008 12 04 20 15 00      0.78          77
2008 12 04 20 25 00      1.25          82
2008 12 04 20 35 00      1.64          81
2008 12 04 20 45 00      1.99          79
2008 12 04 20 55 00      2.07          80
2008 12 04 21 05 00      2.23          82
2008 12 04 21 15 00      2.37          82
2008 12 04 21 25 00      2.39          79
2008 12 04 21 35 00      2.54          81
2008 12 04 21 45 00      2.56          82
2008 12 04 21 55 00      2.56          82
2008 12 04 22 05 00      2.59          82
2008 12 04 22 15 00      2.43          82
2008 12 04 22 25 00      2.41          83
2008 12 04 22 35 00      2.40          83
2008 12 04 22 45 00      2.48          82
2008 12 04 22 55 00      2.48          82
2008 12 04 23 05 00      2.53          83
2008 12 04 23 15 00      2.61          81
2008 12 04 23 25 00      2.57          80
2008 12 04 23 35 00      2.57          80
2008 12 04 23 45 00      2.70          80
2008 12 04 23 55 00      2.67          80
2008 12 05 00 05 00      2.59          80
2008 12 05 00 15 00      2.49          80
2008 12 05 00 25 00      2.46          80
2008 12 05 00 35 00      2.36          79
2008 12 05 00 45 00      2.18          78
2008 12 05 00 55 00      2.03          79
2008 12 05 01 05 00      1.94          79
2008 12 05 01 15 00      1.79          81
2008 12 05 01 25 00      1.48          83
2008 12 05 01 35 00      1.30          89
2008 12 05 01 45 00      1.04          87
2008 12 05 01 55 00      0.79          80
2008 12 05 02 05 00      0.58          79
2008 12 05 02 15 00      0.46          72
2008 12 05 02 25 00      0.31          60
2008 12 05 02 35 00      0.11          54
2008 12 05 02 45 00      0.29         272
2008 12 05 02 55 00      0.40         258
2008 12 05 03 05 00      0.56         253
2008 12 05 03 15 00      0.89         258
2008 12 05 03 25 00      1.26         259
2008 12 05 03 35 00      1.67         260
2008 12 05 03 45 00      1.85         259
2008 12 05 03 55 00      1.95         260
2008 12 05 04 05 00      2.13         259
2008 12 05 04 15 00      2.24         260
2008 12 05 04 25 00      2.33         260
2008 12 05 04 35 00      2.30         260
2008 12 05 04 45 00      2.19         260
2008 12 05 04 55 00      2.22         260
2008 12 05 05 05 00      2.28         260
2008 12 05 05 15 00      2.30         261
2008 12 05 05 25 00      2.33         260
2008 12 05 05 35 00      2.32         259
2008 12 05 05 45 00      2.20         258
2008 12 05 05 55 00      2.12         259
2008 12 05 06 05 00      2.04         259
2008 12 05 06 15 00      1.96         258
2008 12 05 06 25 00      1.82         258
2008 12 05 06 35 00      1.67         258
2008 12 05 06 45 00      1.52         258
2008 12 05 06 55 00      1.51         258
2008 12 05 07 05 00      1.46         258
2008 12 05 07 15 00      1.28         259
2008 12 05 07 25 00      1.25         257
2008 12 05 07 35 00      1.06         259
2008 12 05 07 45 00      0.89         257
2008 12 05 07 55 00      0.72         260
2008 12 05 08 05 00      0.44         272
2008 12 05 08 15 00      0.16         279
2008 12 05 08 25 00      0.16          46
2008 12 05 08 35 00      0.42          73
2008 12 05 08 45 00      0.72          78
2008 12 05 08 55 00      1.04          80
2008 12 05 09 05 00      1.41          79
2008 12 05 09 15 00      1.61          78
2008 12 05 09 25 00      1.78          79
2008 12 05 09 35 00      1.90          80
2008 12 05 09 45 00      2.06          79
2008 12 05 09 55 00      2.08          77
2008 12 05 10 05 00      2.24          77
2008 12 05 10 15 00      2.45          79
2008 12 05 10 25 00      2.47          79
2008 12 05 10 35 00      2.32          79
2008 12 05 10 45 00      2.23          80
2008 12 05 10 55 00      2.18          81
2008 12 05 11 05 00      2.12          80
2008 12 05 11 15 00      2.27          81
2008 12 05 11 25 00      2.29          81
2008 12 05 11 35 00      2.34          81
2008 12 05 11 45 00      2.30          81
2008 12 05 11 55 00      2.26          81
2008 12 05 12 05 00      2.24          81
2008 12 05 12 15 00      2.15          79
2008 12 05 12 25 00      2.12          78
2008 12 05 12 35 00      2.05          77
2008 12 05 12 45 00      1.96          78
2008 12 05 12 55 00      1.68          79
2008 12 05 13 05 00      1.43          79
2008 12 05 13 15 00      1.29          88
2008 12 05 13 25 00      1.04          93
2008 12 05 13 35 00      0.90          91
2008 12 05 13 45 00      0.74          79
2008 12 05 13 55 00      0.52          76
2008 12 05 14 05 00      0.31          66
2008 12 05 14 15 00      0.04          43
2008 12 05 14 25 00      0.13         272
2008 12 05 14 35 00      0.35         266
2008 12 05 14 45 00      0.65         258
2008 12 05 14 55 00      0.91         259
2008 12 05 15 05 00      1.51         261
2008 12 05 15 15 00      1.86         260
2008 12 05 15 25 00      1.92         262
2008 12 05 15 35 00      2.08         262
2008 12 05 15 45 00      2.03         258
2008 12 05 15 55 00      2.12         259
2008 12 05 16 05 00      2.17         257
2008 12 05 16 15 00      2.28         257
2008 12 05 16 25 00      2.32         259
2008 12 05 16 35 00      2.36         258
2008 12 05 16 45 00      2.38         259
2008 12 05 16 55 00      2.34         258
2008 12 05 17 05 00      2.42         259
2008 12 05 17 15 00      2.39         259
2008 12 05 17 25 00      2.34         258
2008 12 05 17 35 00      2.26         257
2008 12 05 17 45 00      2.27         259
2008 12 05 17 55 00      2.33         259
2008 12 05 18 05 00      2.34         258
2008 12 05 18 15 00      2.26         258
2008 12 05 18 25 00      2.21         258
2008 12 05 18 35 00      2.15         259
2008 12 05 18 45 00      1.95         258
2008 12 05 18 55 00      1.86         258
2008 12 05 19 05 00      1.78         257
2008 12 05 19 15 00      1.64         258
2008 12 05 19 25 00      1.41         256
2008 12 05 19 35 00      1.31         259
2008 12 05 19 45 00      1.26         255
2008 12 05 19 55 00      1.05         257
2008 12 05 20 05 00      0.78         259
2008 12 05 20 15 00      0.55         257
2008 12 05 20 25 00      0.42         261
2008 12 05 20 35 00      0.27         267
2008 12 05 20 45 00      0.12          22
2008 12 05 20 55 00      0.34          68
2008 12 05 21 05 00      0.77          78
2008 12 05 21 15 00      1.18          81
2008 12 05 21 25 00      1.64          79
2008 12 05 21 35 00      2.03          81
2008 12 05 21 45 00      2.09          81
2008 12 05 21 55 00      2.23          83
2008 12 05 22 05 00      2.26          82
2008 12 05 22 15 00      2.33          82
2008 12 05 22 25 00      2.57          80
2008 12 05 22 35 00      2.63          80
2008 12 05 22 45 00      2.49          80
2008 12 05 22 55 00      2.44          81
2008 12 05 23 05 00      2.54          82
2008 12 05 23 15 00      2.48          82
2008 12 05 23 25 00      2.57          81
2008 12 05 23 35 00      2.71          81
2008 12 05 23 45 00      2.74          80
2008 12 05 23 55 00      2.74          81
2008 12 06 00 05 00      2.67          81
2008 12 06 00 15 00      2.66          80
2008 12 06 00 25 00      2.69          80
2008 12 06 00 35 00      2.66          79
2008 12 06 00 45 00      2.66          80
2008 12 06 00 55 00      2.65          79
2008 12 06 01 05 00      2.55          79
2008 12 06 01 15 00      2.42          78
2008 12 06 01 25 00      2.35          78
2008 12 06 01 35 00      2.23          78
2008 12 06 01 45 00      2.01          79
2008 12 06 01 55 00      1.85          80
2008 12 06 02 05 00      1.61          80
2008 12 06 02 15 00      1.33          84
2008 12 06 02 25 00      1.13          93
2008 12 06 02 35 00      0.93          88
2008 12 06 02 45 00      0.73          81
2008 12 06 02 55 00      0.49          79
2008 12 06 03 05 00      0.41          63
2008 12 06 03 15 00      0.09          35
2008 12 06 03 25 00      0.17         279
2008 12 06 03 35 00      0.53         258
2008 12 06 03 45 00      0.76         260
2008 12 06 03 55 00      1.08         260
2008 12 06 04 05 00      1.79         256
2008 12 06 04 15 00      2.12         258
2008 12 06 04 25 00      2.17         258
2008 12 06 04 35 00      2.32         257
2008 12 06 04 45 00      2.27         258
2008 12 06 04 55 00      2.48         259
2008 12 06 05 05 00      2.36         258
2008 12 06 05 15 00      2.30         258
2008 12 06 05 25 00      2.42         258
2008 12 06 05 35 00      2.50         259
2008 12 06 05 45 00      2.45         257
2008 12 06 05 55 00      2.36         257
2008 12 06 06 05 00      2.44         258
2008 12 06 06 15 00      2.48         258
2008 12 06 06 25 00      2.34         259
2008 12 06 06 35 00      2.29         258
2008 12 06 06 45 00      2.34         258
2008 12 06 06 55 00      2.31         259
2008 12 06 07 05 00      2.15         259
2008 12 06 07 15 00      2.05         258
2008 12 06 07 25 00      2.02         258
2008 12 06 07 35 00      1.91         258
2008 12 06 07 45 00      1.90         258
2008 12 06 07 55 00      1.68         259
2008 12 06 08 05 00      1.57         258
2008 12 06 08 15 00      1.54         258
2008 12 06 08 25 00      1.41         260
2008 12 06 08 35 00      1.19         258
2008 12 06 08 45 00      0.95         260
2008 12 06 08 55 00      0.80         260
2008 12 06 09 05 00      0.67         259
2008 12 06 09 15 00      0.52         263
2008 12 06 09 25 00      0.28         263
2008 12 06 09 35 00      0.05         309
2008 12 06 09 45 00      0.38          71
2008 12 06 09 55 00      0.78          76
2008 12 06 10 05 00      1.17          79
2008 12 06 10 15 00      1.59          79
2008 12 06 10 25 00      1.84          80
2008 12 06 10 35 00      1.95          81
2008 12 06 10 45 00      2.10          81
2008 12 06 10 55 00      2.22          82
2008 12 06 11 05 00      2.41          80
2008 12 06 11 15 00      2.41          79
2008 12 06 11 25 00      2.35          80
2008 12 06 11 35 00      2.54          80
2008 12 06 11 45 00      2.42          83
2008 12 06 11 55 00      2.34          81
2008 12 06 12 05 00      2.29          82
2008 12 06 12 15 00      2.34          81
2008 12 06 12 25 00      2.26          82
2008 12 06 12 35 00      2.19          83
2008 12 06 12 45 00      2.13          83
2008 12 06 12 55 00      2.14          83
2008 12 06 13 05 00      2.11          81
2008 12 06 13 15 00      2.09          81
2008 12 06 13 25 00      1.78          78
2008 12 06 13 35 00      1.93          80
2008 12 06 13 45 00      1.90          78
2008 12 06 13 55 00      1.80          77
2008 12 06 14 05 00      1.64          76
2008 12 06 14 15 00      1.51          79
2008 12 06 14 25 00      1.31          75
2008 12 06 14 35 00      1.08          79
2008 12 06 14 45 00      0.81          86
2008 12 06 14 55 00      0.64          99
2008 12 06 15 05 00      0.45          99
2008 12 06 15 15 00      0.33          74
2008 12 06 15 25 00      0.13           7
2008 12 06 15 35 00      0.28         253
2008 12 06 15 45 00      0.43         260
2008 12 06 15 55 00      0.71         260
2008 12 06 16 05 00      0.98         259
2008 12 06 16 15 00      1.43         255
2008 12 06 16 25 00      1.81         256
2008 12 06 16 35 00      1.97         257
2008 12 06 16 45 00      2.11         259
2008 12 06 16 55 00      2.30         261
2008 12 06 17 05 00      2.31         260
2008 12 06 17 15 00      2.40         259
2008 12 06 17 25 00      2.45         260
2008 12 06 17 35 00      2.59         259
2008 12 06 17 45 00      2.53         258
2008 12 06 17 55 00      2.47         260
2008 12 06 18 05 00      2.42         259
2008 12 06 18 15 00      2.36         259
2008 12 06 18 25 00      2.39         259
2008 12 06 18 35 00      2.30         258
2008 12 06 18 45 00      2.31         260
2008 12 06 18 55 00      2.17         259
2008 12 06 19 05 00      2.09         258
2008 12 06 19 15 00      1.90         258
2008 12 06 19 25 00      1.80         259
2008 12 06 19 35 00      1.58         259
2008 12 06 19 45 00      1.47         259
2008 12 06 19 55 00      1.46         260
2008 12 06 20 05 00      1.39         260
2008 12 06 20 15 00      1.36         260
2008 12 06 20 25 00      1.25         259
2008 12 06 20 35 00      1.07         261
2008 12 06 20 45 00      1.03         261
2008 12 06 20 55 00      0.88         257
2008 12 06 21 05 00      0.73         258
2008 12 06 21 15 00      0.45         259
2008 12 06 21 25 00      0.09         238
2008 12 06 21 35 00      0.24          80
2008 12 06 21 45 00      0.61          76
2008 12 06 21 55 00      0.97          78
2008 12 06 22 05 00      1.41          79
2008 12 06 22 15 00      1.63          78
2008 12 06 22 25 00      1.87          79
2008 12 06 22 35 00      2.07          81
2008 12 06 22 45 00      2.34          81
2008 12 06 22 55 00      2.45          81
2008 12 06 23 05 00      2.41          82
2008 12 06 23 15 00      2.47          82
2008 12 06 23 25 00      2.58          83
2008 12 06 23 35 00      2.60          82
2008 12 06 23 45 00      2.66          82
2008 12 06 23 55 00      2.64          81
2008 12 07 00 05 00      2.79          82
2008 12 07 00 15 00      2.71          82
2008 12 07 00 25 00      2.66          82
2008 12 07 00 35 00      2.64          82
2008 12 07 00 45 00      2.60          82
2008 12 07 00 55 00      2.66          83
2008 12 07 01 05 00      2.57          83
2008 12 07 01 15 00      2.56          82
2008 12 07 01 25 00      2.47          84
2008 12 07 01 35 00      2.44          84
2008 12 07 01 45 00      2.31          83
2008 12 07 01 55 00      2.25          83
2008 12 07 02 05 00      2.10          83
2008 12 07 02 15 00      1.99          82
2008 12 07 02 25 00      1.87          84
2008 12 07 02 35 00      1.72          83
2008 12 07 02 45 00      1.57          82
2008 12 07 02 55 00      1.50          80
2008 12 07 03 05 00      1.46          81
2008 12 07 03 15 00      1.28          81
2008 12 07 03 25 00      1.04          79
2008 12 07 03 35 00      0.86          83
2008 12 07 03 45 00      0.57          86
2008 12 07 03 55 00      0.29         108
2008 12 07 04 05 00      0.12         208
2008 12 07 04 15 00      0.30         266
2008 12 07 04 25 00      0.48         260
2008 12 07 04 35 00      0.67         257
2008 12 07 04 45 00      0.94         258
2008 12 07 04 55 00      1.60         255
2008 12 07 05 05 00      2.14         259
2008 12 07 05 15 00      2.29         259
2008 12 07 05 25 00      2.22         259
2008 12 07 05 35 00      2.36         260
2008 12 07 05 45 00      2.30         259
2008 12 07 05 55 00      2.30         260
2008 12 07 06 05 00      2.35         259
2008 12 07 06 15 00      2.38         259
2008 12 07 06 25 00      2.42         260
2008 12 07 06 35 00      2.51         259
2008 12 07 06 45 00      2.59         259
2008 12 07 06 55 00      2.59         259
2008 12 07 07 05 00      2.61         261
2008 12 07 07 15 00      2.66         259
2008 12 07 07 25 00      2.75         259
2008 12 07 07 35 00      2.80         259
2008 12 07 07 45 00      2.67         259
2008 12 07 07 55 00      2.54         258
2008 12 07 08 05 00      2.37         257
2008 12 07 08 15 00      2.34         258
2008 12 07 08 25 00      2.12         258
2008 12 07 08 35 00      2.01         259
2008 12 07 08 45 00      1.90         259
2008 12 07 08 55 00      1.79         258
2008 12 07 09 05 00      1.65         258
2008 12 07 09 15 00      1.63         257
2008 12 07 09 25 00      1.37         259
2008 12 07 09 35 00      1.33         258
2008 12 07 09 45 00      1.26         259
2008 12 07 09 55 00      1.07         261
2008 12 07 10 05 00      0.86         264
2008 12 07 10 15 00      0.57         264
2008 12 07 10 25 00      0.31         269
2008 12 07 10 35 00      0.12          19
2008 12 07 10 45 00      0.46          69
2008 12 07 10 55 00      0.87          78
2008 12 07 11 05 00      1.22          80
2008 12 07 11 15 00      1.53          78
2008 12 07 11 25 00      1.75          78
2008 12 07 11 35 00      2.07          79
2008 12 07 11 45 00      2.31          80
2008 12 07 11 55 00      2.33          80
2008 12 07 12 05 00      2.30          80
2008 12 07 12 15 00      2.37          80
2008 12 07 12 25 00      2.38          82
2008 12 07 12 35 00      2.35          82
2008 12 07 12 45 00      2.34          81
2008 12 07 12 55 00      2.27          82
2008 12 07 13 05 00      2.22          81
2008 12 07 13 15 00      2.32          83
2008 12 07 13 25 00      2.17          82
2008 12 07 13 35 00      2.17          82
2008 12 07 13 45 00      2.11          82
2008 12 07 13 55 00      2.09          81
2008 12 07 14 05 00      2.10          82
2008 12 07 14 15 00      2.09          81
2008 12 07 14 25 00      2.03          80
2008 12 07 14 35 00      2.02          80
2008 12 07 14 45 00      1.91          80
2008 12 07 14 55 00      1.81          81
2008 12 07 15 05 00      1.66          79
2008 12 07 15 15 00      1.41          78
2008 12 07 15 25 00      1.16          76
2008 12 07 15 35 00      0.94          78
2008 12 07 15 45 00      0.76          74
2008 12 07 15 55 00      0.57          84
2008 12 07 16 05 00      0.39          84
2008 12 07 16 15 00      0.22          92
2008 12 07 16 25 00      0.05         331
2008 12 07 16 35 00      0.30         281
2008 12 07 16 45 00      0.53         260
2008 12 07 16 55 00      0.90         261
2008 12 07 17 05 00      1.39         259
2008 12 07 17 15 00      1.68         261
2008 12 07 17 25 00      1.85         258
2008 12 07 17 35 00      1.96         256
2008 12 07 17 45 00      1.99         258
2008 12 07 17 55 00      2.06         257
2008 12 07 18 05 00      2.19         257
2008 12 07 18 15 00      2.25         257
2008 12 07 18 25 00      2.33         258
2008 12 07 18 35 00      2.33         258
2008 12 07 18 45 00      2.30         258
2008 12 07 18 55 00      2.23         259
2008 12 07 19 05 00      2.21         258
2008 12 07 19 15 00      2.16         259
2008 12 07 19 25 00      2.20         258
2008 12 07 19 35 00      2.19         258
2008 12 07 19 45 00      2.10         258
2008 12 07 19 55 00      2.22         259
2008 12 07 20 05 00      2.23         257
2008 12 07 20 15 00      2.17         258
2008 12 07 20 25 00      2.07         256
2008 12 07 20 35 00      2.08         257
2008 12 07 20 45 00      2.01         257
2008 12 07 20 55 00      1.85         258
2008 12 07 21 05 00      1.64         257
2008 12 07 21 15 00      1.44         260
2008 12 07 21 25 00      1.25         257
2008 12 07 21 35 00      1.17         259
2008 12 07 21 45 00      1.00         259
2008 12 07 21 55 00      0.87         261
2008 12 07 22 05 00      0.61         261
2008 12 07 22 15 00      0.35         256
2008 12 07 22 25 00      0.04         187
2008 12 07 22 35 00      0.31          74
2008 12 07 22 45 00      0.59          82
2008 12 07 22 55 00      0.96          83
2008 12 07 23 05 00      1.40          82
2008 12 07 23 15 00      1.85          81
2008 12 07 23 25 00      2.10          80
2008 12 07 23 35 00      2.30          82
2008 12 07 23 45 00      2.34          82
2008 12 07 23 55 00      2.39          81
2008 12 08 00 05 00      2.54          81
2008 12 08 00 15 00      2.60          82
2008 12 08 00 25 00      2.64          82
2008 12 08 00 35 00      2.62          81
2008 12 08 00 45 00      2.72          82
2008 12 08 00 55 00      2.75          82
2008 12 08 01 05 00      2.76          81
2008 12 08 01 15 00      2.76          81
2008 12 08 01 25 00      2.82          81
2008 12 08 01 35 00      2.88          82
2008 12 08 01 45 00      2.82          82
2008 12 08 01 55 00      2.83          82
2008 12 08 02 05 00      2.72          81
2008 12 08 02 15 00      2.70          81
2008 12 08 02 25 00      2.60          81
2008 12 08 02 35 00      2.52          80
2008 12 08 02 45 00      2.52          79
2008 12 08 02 55 00      2.47          78
2008 12 08 03 05 00      2.34          78
2008 12 08 03 15 00      2.16          80
2008 12 08 03 25 00      1.87          82
2008 12 08 03 35 00      1.73          87
2008 12 08 03 45 00      1.49          89
2008 12 08 03 55 00      1.26          88
2008 12 08 04 05 00      1.02          81
2008 12 08 04 15 00      0.76          77
2008 12 08 04 25 00      0.46          68
2008 12 08 04 35 00      0.17          57
2008 12 08 04 45 00      0.12         331
2008 12 08 04 55 00      0.21         245
2008 12 08 05 05 00      0.60         260
2008 12 08 05 15 00      0.90         258
2008 12 08 05 25 00      1.40         256
2008 12 08 05 35 00      1.87         261
2008 12 08 05 45 00      2.17         258
2008 12 08 05 55 00      2.31         257
2008 12 08 06 05 00      2.47         257
2008 12 08 06 15 00      2.54         258
2008 12 08 06 25 00      2.63         257
2008 12 08 06 35 00      2.75         258
2008 12 08 06 45 00      2.76         257
2008 12 08 06 55 00      2.89         258
2008 12 08 07 05 00      2.87         259
2008 12 08 07 15 00      2.88         256
2008 12 08 07 25 00      2.87         258
2008 12 08 07 35 00      2.88         257
2008 12 08 07 45 00      3.03         258
2008 12 08 07 55 00      2.95         258
2008 12 08 08 05 00      2.91         258
2008 12 08 08 15 00      3.00         257
2008 12 08 08 25 00      2.92         258
2008 12 08 08 35 00      2.90         257
2008 12 08 08 45 00      2.90         258
2008 12 08 08 55 00      2.90         258
2008 12 08 09 05 00      2.81         258
2008 12 08 09 15 00      2.61         258
2008 12 08 09 25 00      2.55         256
2008 12 08 09 35 00      2.45         257
2008 12 08 09 45 00      2.41         257
2008 12 08 09 55 00      2.24         258
2008 12 08 10 05 00      2.10         258
2008 12 08 10 15 00      1.93         256
2008 12 08 10 25 00      1.78         257
2008 12 08 10 35 00      1.63         257
2008 12 08 10 45 00      1.38         257
2008 12 08 10 55 00      1.16         257
2008 12 08 11 05 00      0.97         258
2008 12 08 11 15 00      0.67         252
2008 12 08 11 25 00      0.34         252
2008 12 08 11 35 00      0.05         273
2008 12 08 11 45 00      0.42          74
2008 12 08 11 55 00      0.94          75
2008 12 08 12 05 00      1.43          80
2008 12 08 12 15 00      1.86          79
2008 12 08 12 25 00      2.03          80
2008 12 08 12 35 00      2.19          79
2008 12 08 12 45 00      2.31          79
2008 12 08 12 55 00      2.46          79
2008 12 08 13 05 00      2.56          79
2008 12 08 13 15 00      2.72          79
2008 12 08 13 25 00      2.69          81
2008 12 08 13 35 00      2.76          81
2008 12 08 13 45 00      2.70          81
2008 12 08 13 55 00      2.73          80
2008 12 08 14 05 00      2.70          82
2008 12 08 14 15 00      2.66          82
2008 12 08 14 25 00      2.65          81
2008 12 08 14 35 00      2.62          81
2008 12 08 14 45 00      2.58          82
2008 12 08 14 55 00      2.62          81
2008 12 08 15 05 00      2.68          81
2008 12 08 15 15 00      2.63          81
2008 12 08 15 25 00      2.62          80
2008 12 08 15 35 00      2.61          80
2008 12 08 15 45 00      2.49          80
2008 12 08 15 55 00      2.34          79
2008 12 08 16 05 00      2.27          79
2008 12 08 16 15 00      2.10          79
2008 12 08 16 25 00      1.97          77
2008 12 08 16 35 00      1.75          78
2008 12 08 16 45 00      1.42          76
2008 12 08 16 55 00      1.24          76
2008 12 08 17 05 00      0.96          80
2008 12 08 17 15 00      0.87          80
2008 12 08 17 25 00      0.80          89
2008 12 08 17 35 00      0.54          99
2008 12 08 17 45 00      0.36          87
2008 12 08 17 55 00      0.17          51
2008 12 08 18 05 00      0.14         253
2008 12 08 18 15 00      0.47         253
2008 12 08 18 25 00      0.82         259
2008 12 08 18 35 00      1.18         260
2008 12 08 18 45 00      1.70         258
2008 12 08 18 55 00      1.77         259
2008 12 08 19 05 00      1.81         260
2008 12 08 19 15 00      1.98         259
2008 12 08 19 25 00      2.06         259
2008 12 08 19 35 00      2.04         259
2008 12 08 19 45 00      2.12         259
2008 12 08 19 55 00      2.12         260
2008 12 08 20 05 00      2.18         259
2008 12 08 20 15 00      2.13         260
2008 12 08 20 25 00      2.08         259
2008 12 08 20 35 00      2.04         259
2008 12 08 20 45 00      2.04         259
2008 12 08 20 55 00      1.99         259
2008 12 08 21 05 00      1.98         259
2008 12 08 21 15 00      1.91         260
2008 12 08 21 25 00      1.86         260
